IDPedido,FechaPedido,FechaEnvío,ModoEnvío,ID_cliente,NombreCliente,Segmento,CodigoPostal,Ciudad,Estado,Pais,Region,Mercado,IDProducto,Categoria,Subcategoria,NombreProducto,Ventas,Cantidad,Descuento,Beneficio,CostoEnvio,PrioridadPedido
IN-2012-CL1270058-41226,41226,41232,Clase estándar,CL-1270058,Craig Leslie,Oficina en casa,,Kulti,Bengala Occidental,India,Asia Meridional,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",4498.83,7,0,674.73,323.75,Medio
ES-2015-MM1792045-42199,42199,42203,Segunda clase,MM-1792045,Michael Moore,Consumidor,,Le Mans,Países del Loira,Francia,Europa Occidental,Europa,TEC-PH-3805,Tecnología,Teléfonos,"Cisco Smart Phone, Cordless",1824.14,8,0.65,-1303.06,321.54,Alto
MX-2015-CM1216093-42158,42158,42160,Urgente,CM-1216093,Charles McCrossin,Consumidor,,Managua,Managua,Nicaragua,Centroamérica,LATAM,FUR-BO-5762,Mobiliario,Librerías,"Safco Classic Bookcase, Pine",2344,8,0,46.88,321.421,Alto
IN-2015-DB1306027-42353,42353,42355,Segunda clase,DB-1306027,Dave Brooks,Consumidor,,Mianyang,Sichuan,China,Asia Oriental,Asia-Pacífico,TEC-PH-5263,Tecnología,Teléfonos,"Motorola Signal Booster, Cordless",2043.72,14,0,756,321.36,Alto
MZ-2015-JW522087-42183,42183,42183,Mismo día,JW-522087,Jane Waco,Empresarial,,Maputo,Cidade De Maputo,Mozambique,África Oriental,África,OFF-ST-5708,Material de oficina,Almacenamiento,"Rogers Shelving, Wire Frame",856.8,14,0,265.44,321.23,Crítica
US-2015-BN1147082-42358,42358,42362,Clase estándar,BN-1147082,Brad Norvell,Empresarial,,Cadereyta,Nuevo León,México,Centroamérica,LATAM,OFF-AP-3872,Material de oficina,Artefactos,"Cuisinart Stove, Black",2509.36,7,0,426.58,320.956,Alto
IN-2013-JC157757-41310,41310,41313,Urgente,JC-157757,John Castell,Consumidor,,Bundaberg,Queensland,Australia,Oceanía,Asia-Pacífico,FUR-CH-5378,Mobiliario,Sillas,"Novimex Executive Leather Armchair, Adjustable",819.94,2,0.1,191.32,320.92,Crítica
MX-2012-HL1504093-40929,40929,40935,Clase estándar,HL-1504093,Hunter Lopez,Consumidor,,Managua,Managua,Nicaragua,Centroamérica,LATAM,FUR-TA-3764,Mobiliario,Mesas,"Chromcraft Conference Table, Fully Assembled",2797.25,6,0.2,-0.07,320.376,Bajo
MX-2013-LH1690018-41489,41489,41491,Urgente,LH-1690018,Lena Hernandez,Consumidor,,Valparaíso de Goiás,Goiás,Brasil,Sudamérica,LATAM,OFF-ST-6046,Material de oficina,Almacenamiento,"Smead Lockers, Blue",1455.08,11,0,261.8,320.29,Medio
ID-2015-DV1304559-42304,42304,42308,Segunda clase,DV-1304559,Darrin Van Huff,Empresarial,,Manado,Célebes Septentrional,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-5786,Mobiliario,Librerías,"Safco Library with Doors, Mobile",2189.09,6,0.07,541.37,320.28,Alto
IN-2013-BT1153058-41331,41331,41337,Clase estándar,BT-1153058,Bradley Talbott,Oficina en casa,,Muzaffarpur,Bihar,India,Asia Meridional,Asia-Pacífico,FUR-TA-3344,Mobiliario,Mesas,"Barricks Conference Table, Fully Assembled",5451.3,6,0,327.06,320.27,Medio
IR-2013-BM165060-41436,41436,41437,Urgente,BM-165060,Brian Moss,Empresarial,,Kermanshah,Kermanshah,Irán,Asia Meridional,Asia-Pacífico,TEC-PH-5269,Tecnología,Teléfonos,"Motorola Smart Phone, with Caller ID",1291.08,2,0,296.94,319.58,Crítica
IN-2012-MG1820558-40962,40962,40965,Urgente,MG-1820558,Mitch Gastineau,Empresarial,,Thane,Maharashtra,India,Asia Meridional,Asia-Pacífico,TEC-CO-4590,Tecnología,Copiadoras,"Hewlett Wireless Fax, Color",1526.52,4,0,732.72,319.53,Alto
CA-2012-AS10090140-41173,41173,41180,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-3729,Material de oficina,Archivadores,Cardinal Holdit Business Card Pockets,3.98,1,0.2,1.39,1.22,Medio
MX-2014-FC1424528-41840,41840,41847,Clase estándar,FC-1424528,Frank Carlisle,Oficina en casa,,Piedecuesta,Santander,Colombia,Sudamérica,LATAM,FUR-CH-5442,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Black",1869.72,6,0,205.56,318.169,Bajo
MX-2014-TT2122051-41727,41727,41730,Segunda clase,TT-2122051,Thomas Thornton,Consumidor,,Mixco,Guatemala,Guatemala,Centroamérica,LATAM,FUR-BO-5968,Mobiliario,Librerías,"Sauder Library with Doors, Pine",1815.24,7,0,471.94,318.08,Alto
IN-2015-CY1274558-42300,42300,42302,Urgente,CY-1274558,Craig Yedwab,Empresarial,,Bangalore,Karnataka,India,Asia Meridional,Asia-Pacífico,TEC-CO-4578,Tecnología,Copiadoras,"Hewlett Fax Machine, Laser",959.76,3,0,460.62,317.81,Crítica
MX-2015-SJ2021582-42179,42179,42181,Segunda clase,SJ-2021582,Sarah Jordon,Consumidor,,Mexico City,Distrito Federal,México,Centroamérica,LATAM,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",3045.84,7,0,1035.58,317.165,Alto
MX-2014-PB1880593-41942,41942,41948,Clase estándar,PB-1880593,Patrick Bzostek,Oficina en casa,,Managua,Managua,Nicaragua,Centroamérica,LATAM,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",2125,5,0,297.5,316.764,Bajo
CM-2013-BP123022-41621,41621,41623,Urgente,BP-123022,Benjamin Patterson,Consumidor,,Yaounde,Centro,Camerún,África Central,África,TEC-AC-5224,Tecnología,Accesorios,"Memorex Router, Erganomic",976.08,4,0,292.8,316.66,Crítica
IN-2014-RW1969027-41763,41763,41765,Urgente,RW-1969027,Robert Waldorf,Consumidor,,Xiamen,Fujian,China,Asia Oriental,Asia-Pacífico,TEC-CO-3688,Tecnología,Copiadoras,"Canon Fax Machine, High-Speed",1266.36,4,0,265.92,316.59,Alto
CA-2012-AS10090140-41173,41173,41180,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-AR-3285,Material de oficina,Arte,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4,0,5.74,1.16,Medio
ZA-2012-DB3360146-41159,41159,41161,Segunda clase,DB-3360146,Dennis Bolton,Oficina en casa,,Kitwe,Copperbelt,Zambia,África Oriental,África,FUR-TA-3442,Mobiliario,Mesas,"Bevis Wood Table, with Bottom Storage",2134.44,4,0,682.92,315.57,Crítica
ES-2013-DK1315048-41386,41386,41390,Clase estándar,DK-1315048,David Kendrick,Empresarial,,Berlín,Berlín,Alemania,Europa Occidental,Europa,TEC-CO-3709,Tecnología,Copiadoras,"Canon Wireless Fax, High-Speed",4748.44,14,0.1,844.12,315.29,Medio
SF-2014-RW9540117-41942,41942,41947,Segunda clase,RW-9540117,Rick Wilson,Empresarial,,Cape Town,Cabo Occidental,Sudáfrica,África Meridional,África,TEC-MA-5502,Tecnología,Máquinas,"Okidata Inkjet, White",1867.5,6,0,242.64,314.81,Alto
IN-2012-PS1904527-41014,41014,41015,Urgente,PS-1904527,Penelope Sewall,Oficina en casa,,Jieyang,Guangdong,China,Asia Oriental,Asia-Pacífico,FUR-CH-5411,Mobiliario,Sillas,"Novimex Swivel Stool, Adjustable",1001.7,6,0,250.38,314.7,Alto
CA-2014-AS10090140-41894,41894,41899,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,60653,Chicago,Illinois,Estados Unidos,Centro de EE. UU.,USCA,OFF-BI-4884,Material de oficina,Archivadores,Insertable Tab Indexes For Data Binders,1.91,3,0.8,-3.24,1.11,Alto
CA-2014-AB10105140-41991,41991,41995,Clase estándar,AB-101051402,Adrian Barton,Consumidor,48205,Detroit,Michigan,Estados Unidos,Centro de EE. UU.,USCA,OFF-BI-4345,Material de oficina,Archivadores,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,13,0,4946.37,498.7,Medio
IN-2015-MO1780066-42308,42308,42312,Clase estándar,MO-1780066,Meg O'Connel,Oficina en casa,,Hamamatsu,Shizuoka,Japón,Asia Oriental,Asia-Pacífico,OFF-AP-3873,Material de oficina,Artefactos,"Cuisinart Stove, Red",4306.32,8,0,1722.48,314.15,Medio
IN-2014-NF1847527-41741,41741,41743,Urgente,NF-1847527,Neil Französisch,Oficina en casa,,Ningbo,Zhejiang,China,Asia Oriental,Asia-Pacífico,OFF-AP-3573,Material de oficina,Artefactos,"Breville Microwave, White",899.55,3,0,323.82,313.71,Crítica
IN-2014-MR1754558-41954,41954,41954,Mismo día,MR-1754558,Mathew Reese,Oficina en casa,,Jodhpur,Rajastán,India,Asia Meridional,Asia-Pacífico,TEC-CO-3683,Tecnología,Copiadoras,"Canon Fax and Copier, Digital",763.92,4,0,381.96,313.66,Crítica
IT-2013-CB1241548-41560,41560,41564,Clase estándar,CB-1241548,Christy Brittain,Consumidor,,Weimar,Turingia,Alemania,Europa Occidental,Europa,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",2544.24,4,0,1093.92,313.58,Alto
ID-2013-LC1705092-41560,41560,41563,Segunda clase,LC-1705092,Liz Carlisle,Consumidor,,Auckland,Auckland,Nueva Zelanda,Oceanía,Asia-Pacífico,FUR-CH-4531,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Black",1136.66,4,0.4,-189.46,313.52,Crítica
IN-2015-RA1988527-42034,42034,42038,Clase estándar,RA-1988527,Ruben Ausman,Empresarial,,Pekín,Pekín,China,Asia Oriental,Asia-Pacífico,FUR-CH-5380,Mobiliario,Sillas,"Novimex Executive Leather Armchair, Red",2301,5,0,91.95,313.45,Alto
CG-2013-MG814533-41559,41559,41563,Segunda clase,MG-814533,Mike Gockenbach,Consumidor,,Lubumbashi,Katanga,República Democrática del Congo,África Central,África,TEC-PH-3805,Tecnología,Teléfonos,"Cisco Smart Phone, Cordless",3908.88,6,0,1563.48,313.31,Medio
CA-2015-AB10105140-42161,42161,42162,Urgente,AB-101051402,Adrian Barton,Consumidor,77581,Pearland,Texas,Estados Unidos,Centro de EE. UU.,USCA,TEC-PH-5089,Tecnología,Teléfonos,LG G3,470.38,3,0.2,52.92,137.41,Alto
CA-2015-AB10105140-42328,42328,42332,Clase estándar,AB-101051408,Adrian Barton,Consumidor,42420,Henderson,Kentucky,Estados Unidos,Sur de EE. UU.,USCA,FUR-FU-2871,Mobiliario,Mobiliario,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.69,83.56,Medio
ID-2014-EM1396058-41901,41901,41905,Clase estándar,EM-1396058,Eric Murdock,Consumidor,,Nagpur,Maharashtra,India,Asia Meridional,Asia-Pacífico,OFF-AP-3580,Material de oficina,Artefactos,"Breville Stove, Silver",2249.16,4,0,224.88,311.14,Alto
MX-2013-DJ1342082-41639,41639,41644,Clase estándar,DJ-1342082,Denny Joy,Empresarial,,Villahermosa,Tabasco,México,Centroamérica,LATAM,OFF-AP-4505,Material de oficina,Artefactos,"Hamilton Beach Stove, Black",2528.26,7,0,176.96,310.748,Alto
ES-2015-CD1192045-42367,42367,42369,Segunda clase,CD-1192045,Carlos Daly,Consumidor,,Oyonnax,Auvernia-Ródano-Alpes,Francia,Europa Occidental,Europa,FUR-TA-5064,Mobiliario,Mesas,"Lesro Round Table, Rectangular",1461.14,5,0.35,202.19,310.17,Alto
MX-2014-BO1142582-41958,41958,41962,Clase estándar,BO-1142582,Bobby Odegard,Consumidor,,Metepec,México,México,Centroamérica,LATAM,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",3045.84,7,0,1035.58,309.748,Alto
CA-2012-AB10105140-41262,41262,41265,Urgente,AB-101051402,Adrian Barton,Consumidor,46203,Indianapolis,Indiana,Estados Unidos,Centro de EE. UU.,USCA,OFF-BI-4827,Material de oficina,Archivadores,Ibico Ibimaster 300 Manual Binding System,1103.97,3,0,496.79,63.82,Medio
CA-2015-AB10105140-42143,42143,42145,Urgente,AB-101051404,Adrian Barton,Consumidor,97206,Portland,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,TEC-PH-2879,Tecnología,Teléfonos,Aastra 6757i CT Wireless VoIP phone,344.7,2,0.2,38.78,48.59,Medio
ID-2015-KM16720102-42255,42255,42258,Urgente,KM-16720102,Kunst Miller,Consumidor,,Manila,Capital Nacional,Filipinas,Asia Sudoriental,Asia-Pacífico,FUR-BO-3626,Mobiliario,Librerías,"Bush Classic Bookcase, Pine",2152.96,8,0.35,198.64,309.11,Medio
ES-2014-SV2078545-41807,41807,41809,Urgente,SV-2078545,Stewart Visinsky,Consumidor,,Antony,Isla de Francia,Francia,Europa Occidental,Europa,TEC-AC-5136,Tecnología,Accesorios,"Logitech Router, Programmable",1244.1,5,0,447.75,309,Alto
MX-2012-BG1169582-41250,41250,41250,Mismo día,BG-1169582,Brooke Gillingham,Empresarial,,Culiacán,Sinaloa,México,Centroamérica,LATAM,FUR-CH-5773,Mobiliario,Sillas,"SAFCO Executive Leather Armchair, Adjustable",2226.82,9,0.2,500.98,308.658,Alto
IN-2015-CS121307-42266,42266,42268,Segunda clase,CS-121307,Chad Sievert,Consumidor,,Melbourne,Victoria,Australia,Oceanía,Asia-Pacífico,FUR-BO-5761,Mobiliario,Librerías,"Safco Classic Bookcase, Mobile",1586.41,4,0.1,17.53,307.98,Alto
US-2014-AB10105140-41908,41908,41913,Clase estándar,AB-101051404,Adrian Barton,Consumidor,85023,Phoenix,Arizona,Estados Unidos,Oeste de EE. UU.,USCA,FUR-TA-3412,Mobiliario,Mesas,Bevis Boat-Shaped Conference Table,393.17,3,0.5,-204.45,22.1,Medio
IZ-2015-BD163561-42045,42045,42049,Clase estándar,BD-163561,Brian Derr,Consumidor,,Al Amarah,Mesena,Irak,Asia Occidental,Asia-Pacífico,OFF-AP-4966,Material de oficina,Artefactos,"KitchenAid Stove, Silver",3425.4,6,0,1233,307.83,Alto
ES-2015-RF19345120-42043,42043,42046,Urgente,RF-19345120,Randy Ferguson,Empresarial,,Barcelona,Cataluña,España,Europa Meridional,Europa,OFF-AP-4743,Material de oficina,Artefactos,"Hoover Stove, Red",1136.94,2,0,568.44,307.43,Alto
ID-2014-JE1616559-41856,41856,41858,Urgente,JE-1616559,Justin Ellison,Empresarial,,Yakarta,Yakarta,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-3642,Mobiliario,Librerías,"Bush Library with Doors, Traditional",677.64,2,0.07,211.26,307.25,Crítica
IR-2015-MG768060-42109,42109,42112,Urgente,MG-768060,Maureen Gastineau,Oficina en casa,,Mashhad,Jorasán Razaví,Irán,Asia Meridional,Asia-Pacífico,FUR-BO-3641,Mobiliario,Librerías,"Bush Library with Doors, Pine",731.34,2,0,80.4,305.98,Crítica
CA-2013-AB10105140-41585,41585,41590,Clase estándar,AB-101051402,Adrian Barton,Consumidor,77041,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,TEC-MA-3700,Tecnología,Máquinas,Canon PC170 Desktop Personal Copier,287.91,3,0.4,33.59,18.31,Medio
IN-2015-CC1247558-42129,42129,42131,Segunda clase,CC-1247558,Cindy Chapman,Consumidor,,Bhavnagar,Guyarat,India,Asia Meridional,Asia-Pacífico,TEC-CO-3596,Tecnología,Copiadoras,"Brother Fax Machine, Digital",1272.72,4,0,534.48,305.27,Alto
ES-2014-LT1676564-41947,41947,41949,Segunda clase,LT-1676564,Larry Tron,Consumidor,,Rome,Lacio,Italia,Europa Meridional,Europa,OFF-AP-4732,Material de oficina,Artefactos,"Hoover Microwave, Silver",1856.34,6,0,909.54,305.25,Crítica
ES-2015-FH14365120-42165,42165,42167,Urgente,FH-14365120,Fred Hopkins,Empresarial,,Palma de Mallorca,Islas Baleares,España,Europa Meridional,Europa,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",2295,4,0.1,459,305.2,Medio
ES-2013-BF1097545-41517,41517,41519,Segunda clase,BF-1097545,Barbara Fisher,Empresarial,,Saint-Priest,Auvernia-Ródano-Alpes,Francia,Europa Occidental,Europa,TEC-PH-5354,Tecnología,Teléfonos,"Nokia Smart Phone, Cordless",1622.18,3,0.15,324.38,305.16,Crítica
IN-2014-CJ1201027-41810,41810,41812,Segunda clase,CJ-1201027,Caroline Jumper,Consumidor,,Anshan,Liaoning,China,Asia Oriental,Asia-Pacífico,TEC-PH-3802,Tecnología,Teléfonos,"Cisco Signal Booster, VoIP",1063.44,7,0,361.41,304.95,Crítica
HU-2015-SH997557-42239,42239,42244,Clase estándar,SH-997557,Sally Hughsby,Empresarial,,Gy?r,Gy?r,Hungría,Europa Oriental,Europa,TEC-AC-5226,Tecnología,Accesorios,"Memorex Router, USB",3449.88,14,0,275.94,304.75,Medio
US-2013-SL2015582-41422,41422,41423,Urgente,SL-2015582,Sara Luxemburg,Oficina en casa,,Coyoacán,Distrito Federal,México,Centroamérica,LATAM,FUR-BO-4861,Mobiliario,Librerías,"Ikea Library with Doors, Mobile",585.46,3,0.2,-0.02,304.53,Crítica
LI-2015-NC834073-42143,42143,42145,Segunda clase,NC-834073,Nat Carroll,Consumidor,,Monrovia,Montserrado,Liberia,África Occidental,África,TEC-CO-6009,Tecnología,Copiadoras,"Sharp Wireless Fax, Color",1429.44,4,0,471.6,304.5,Crítica
SF-2014-JB5400117-41758,41758,41759,Urgente,JB-5400117,Jennifer Braxton,Empresarial,,Johannesburg,Gauteng,Sudáfrica,África Meridional,África,FUR-TA-4712,Mobiliario,Mesas,"Hon Wood Table, Rectangular",1057.8,2,0,158.64,304.36,Crítica
IN-2014-VG2180527-41996,41996,41998,Urgente,VG-2180527,Vivek Grady,Empresarial,,Harbin,Heilongjiang,China,Asia Oriental,Asia-Pacífico,FUR-BO-3642,Mobiliario,Librerías,"Bush Library with Doors, Traditional",1092.96,3,0,393.39,304.16,Crítica
MX-2015-TB2125031-42289,42289,42292,Urgente,TB-2125031,Tim Brockman,Consumidor,,Santiago de Cuba,Santiago de Cuba,Cuba,Caribe,LATAM,FUR-TA-3760,Mobiliario,Mesas,"Chromcraft Computer Table, Fully Assembled",1483,5,0,741.5,303.649,Alto
MX-2015-PS1897028-42109,42109,42111,Urgente,PS-1897028,Paul Stevenson,Oficina en casa,,Bogotá,Bogotá,Colombia,Sudamérica,LATAM,OFF-AP-3872,Material de oficina,Artefactos,"Cuisinart Stove, Black",1792.4,5,0,304.7,303.631,Crítica
ES-2015-BB1154548-42336,42336,42341,Clase estándar,BB-1154548,Brenda Bowman,Empresarial,,Erlangen,Bavaria,Alemania,Europa Occidental,Europa,FUR-BO-5788,Mobiliario,Librerías,"Safco Library with Doors, Traditional",2455.68,7,0.1,-191.16,303.59,Alto
GG-2013-SG1047047-41405,41405,41407,Segunda clase,SG-1047047,Sheri Gordon,Consumidor,,Tiflis,Tiflis,Georgia,Asia Occidental,Asia-Pacífico,TEC-CO-3597,Tecnología,Copiadoras,"Brother Fax Machine, High-Speed",1900.44,6,0,417.96,303.45,Alto
IN-2014-SP20920130-41808,41808,41814,Clase estándar,SP-20920130,Susan Pistek,Consumidor,,Bangkok,Bangkok,Tailandia,Asia Sudoriental,Asia-Pacífico,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",3712.59,7,0.17,849.87,302.99,Medio
IN-2013-NZ1856558-41398,41398,41400,Segunda clase,NZ-1856558,Nick Zandusky,Oficina en casa,,Jaipur,Rajastán,India,Asia Meridional,Asia-Pacífico,TEC-CO-3678,Tecnología,Copiadoras,"Canon Copy Machine, Color",2372.22,9,0,0,302.82,Alto
IN-2012-Dp1324027-41223,41223,41227,Clase estándar,Dp-1324027,Dean percer,Oficina en casa,,Suzhou,Gansu,China,Asia Oriental,Asia-Pacífico,TEC-PH-5354,Tecnología,Teléfonos,"Nokia Smart Phone, Cordless",5725.35,9,0,1602.99,302.61,Medio
ES-2015-GZ1447064-42362,42362,42362,Mismo día,GZ-1447064,Gary Zandusky,Consumidor,,Reggio nell'Emilia,Emilia-Romaña,Italia,Europa Meridional,Europa,FUR-BO-4862,Mobiliario,Librerías,"Ikea Library with Doors, Pine",2553.18,7,0,842.52,302.55,Medio
MX-2015-AH1007582-42139,42139,42143,Clase estándar,AH-1007582,Adam Hart,Empresarial,,Azcapotzalco,Distrito Federal,México,Centroamérica,LATAM,OFF-AP-4503,Material de oficina,Artefactos,"Hamilton Beach Refrigerator, Silver",2003.52,6,0,861.48,302.477,Alto
PL-2015-CB2025103-42347,42347,42350,Urgente,CB-2025103,Cassandra Brandow,Consumidor,,Lublin,Lublin,Polonia,Europa Oriental,Europa,TEC-CO-5997,Tecnología,Copiadoras,"Sharp Fax Machine, Color",1188.36,4,0,95.04,302.14,Alto
IN-2012-SC200507-41249,41249,41253,Clase estándar,SC-200507,Sample Company A,Oficina en casa,,Gold Coast,Queensland,Australia,Oceanía,Asia-Pacífico,TEC-PH-5356,Tecnología,Teléfonos,"Nokia Smart Phone, with Caller ID",2875.1,5,0.1,511.1,302.01,Alto
IT-2014-AM10705125-41892,41892,41897,Segunda clase,AM-10705125,Anne McFarland,Consumidor,,Zurich,Zúrich,Suiza,Europa Occidental,Europa,FUR-CH-4530,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Adjustable",2380.5,5,0,952.2,301.73,Medio
AL-2012-SC102302-40970,40970,40972,Segunda clase,SC-102302,Scot Coram,Empresarial,,Elbasan,Elbasan,Albania,Europa Meridional,Europa,TEC-MA-6138,Tecnología,Máquinas,"StarTech Card Printer, White",1619.1,10,0,258.9,301.73,Alto
ID-2013-JS1559559-41275,41275,41279,Clase estándar,JS-1559559,Jill Stevenson,Empresarial,,Medan,Sumatra Septentrional,Indonesia,Asia Sudoriental,Asia-Pacífico,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",2821.72,6,0.17,339.88,301.26,Alto
ID-2013-BS1138059-41577,41577,41581,Clase estándar,BS-1138059,Bill Stewart,Empresarial,,Bandung,Java Occidental,Indonesia,Asia Sudoriental,Asia-Pacífico,TEC-CO-6009,Tecnología,Copiadoras,"Sharp Wireless Fax, Color",2991.1,9,0.07,-128.75,300.6,Medio
IN-2014-TC21295130-41962,41962,41962,Mismo día,TC-21295130,Toby Carlisle,Consumidor,,Bangkok,Bangkok,Tailandia,Asia Sudoriental,Asia-Pacífico,OFF-AP-4505,Material de oficina,Artefactos,"Hamilton Beach Stove, Black",1798.68,4,0.17,86.64,300.5,Alto
RS-2014-JL5130108-41866,41866,41868,Segunda clase,JL-5130108,Jack Lebron,Consumidor,,Vorónezh,Vorónezh,Rusia,Europa Oriental,Europa,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",2544.84,4,0,712.44,299.4,Medio
IN-2014-Dp1324066-41798,41798,41798,Mismo día,Dp-1324066,Dean percer,Oficina en casa,,Shimonoseki,Yamaguchi,Japón,Asia Oriental,Asia-Pacífico,FUR-CH-4532,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Red",951.72,2,0,228.36,299.12,Alto
IN-2015-NF1838511-42279,42279,42283,Clase estándar,NF-1838511,Natalie Fritzler,Consumidor,,Daca,Daca,Bangladés,Asia Meridional,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",2575.92,4,0,978.84,298.83,Alto
ES-2015-AS10090139-42062,42062,42066,Clase estándar,AS-10090139,Adam Shillingsburg,Consumidor,,Huddersfield,Inglaterra,Reino Unido,Europa Septentrional,Europa,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",1699.83,3,0,84.96,298.77,Alto
IN-2014-EL137357-41943,41943,41947,Clase estándar,EL-137357,Ed Ludwig,Oficina en casa,,Melbourne,Victoria,Australia,Oceanía,Asia-Pacífico,FUR-BO-4861,Mobiliario,Librerías,"Ikea Library with Doors, Mobile",2634.55,8,0.1,116.95,298.63,Medio
IN-2014-FH1427559-41991,41991,41998,Clase estándar,FH-1427559,Frank Hawley,Empresarial,,Palu,Célebes Central,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-3904,Mobiliario,Librerías,"Dania Library with Doors, Traditional",3707.35,11,0.07,1554.43,298.44,Medio
IN-2015-LT1676558-42133,42133,42139,Clase estándar,LT-1676558,Larry Tron,Consumidor,,Imphal,Manipur,India,Asia Meridional,Asia-Pacífico,FUR-TA-5057,Mobiliario,Mesas,"Lesro Conference Table, Adjustable Height",4298.85,5,0,300.9,297.81,Bajo
IN-2015-BN1147027-42189,42189,42193,Clase estándar,BN-1147027,Brad Norvell,Empresarial,,Shenyang,Liaoning,China,Asia Oriental,Asia-Pacífico,OFF-AP-4964,Material de oficina,Artefactos,"KitchenAid Stove, Black",3417.48,6,0,854.28,297.2,Medio
ES-2013-BP11230120-41411,41411,41415,Clase estándar,BP-11230120,Benjamin Patterson,Consumidor,,Barcelona,Cataluña,España,Europa Meridional,Europa,OFF-AP-3576,Material de oficina,Artefactos,"Breville Refrigerator, Silver",2080.32,4,0,561.6,296.98,Alto
IN-2012-DM1352558-41123,41123,41126,Segunda clase,DM-1352558,Don Miller,Empresarial,,Muzaffarpur,Bihar,India,Asia Meridional,Asia-Pacífico,TEC-PH-5813,Tecnología,Teléfonos,"Samsung Audio Dock, Full Size",840.6,5,0,319.35,296.68,Crítica
CA-2015-AB10105140-42267,42267,42273,Clase estándar,AB-101051404,Adrian Barton,Consumidor,85023,Phoenix,Arizona,Estados Unidos,Oeste de EE. UU.,USCA,TEC-PH-5625,Tecnología,Teléfonos,Polycom VoiceStation 500 Conference phone,471.92,2,0.2,29.5,16.71,Bajo
CD-2014-SM1032025-41684,41684,41686,Segunda clase,SM-1032025,Sean Miller,Oficina en casa,,Koumra,Mandoul,Chad,África Central,África,OFF-ST-6033,Material de oficina,Almacenamiento,"Smead File Cart, Single Width",1288.8,10,0,90,296.08,Crítica
IN-2013-PM191357-41417,41417,41417,Mismo día,PM-191357,Peter McVee,Oficina en casa,,Ballarat,Victoria,Australia,Oceanía,Asia-Pacífico,FUR-BO-5971,Mobiliario,Librerías,"Sauder Stackable Bookrack, Mobile",660.69,5,0.1,44.04,296.01,Crítica
MW-2015-TS1143085-42220,42220,42225,Segunda clase,TS-1143085,Tom Stivers,Empresarial,,Podgorica,Podgorica,Montenegro,Europa Meridional,Europa,OFF-AP-3874,Material de oficina,Artefactos,"Cuisinart Stove, Silver",3234.24,6,0,970.2,295.74,Medio
MX-2014-TS2134018-41956,41956,41961,Clase estándar,TS-2134018,Toby Swindell,Consumidor,,Ribeirão Preto,São Paulo,Brasil,Sudamérica,LATAM,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",2171.3,5,0,390.8,294.971,Alto
IN-2015-AM107057-42047,42047,42049,Segunda clase,AM-107057,Anne McFarland,Consumidor,,Brisbane,Queensland,Australia,Oceanía,Asia-Pacífico,TEC-AC-4186,Tecnología,Accesorios,"Enermax Router, Erganomic",2074.73,9,0.1,276.53,294.73,Medio
MX-2015-LS1724582-42319,42319,42322,Urgente,LS-1724582,Lynn Smith,Consumidor,,Zapopan,Jalisco,México,Centroamérica,LATAM,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",849.8,2,0,195.44,294.566,Crítica
